Município;2005;2004;2003
Ma-Sao Bernardo;0;0;0
Ma-Sao Domingos do Azeitao;2;3;2
Ma-Sao Domingos do Maranhao;0;0;0
Ma-Sao Felix de Balsas;0;0;0
Ma-Sao Francisco do Brejao;0;0;0
Ma-Sao Francisco do Maranhao;0;0;0
Ma-Sao Joao Batista;0;0;0
Ma-Sao Joao do Caru;0;0;0
Ma-Sao Joao do Paraiso;0;0;0
Ma-Sao Joao do Soter;0;0;0
Ma-Sao Joao dos Patos;0;0;0
Ma-Sao Jose de Ribamar;0;0;0
Ma-Sao Jose dos Basilios;0;0;0
Ma-Sao Luis;0;0;0
Ma-Sao Luis Gonzaga do Maranhao;0;0;0
Ma-Sao Mateus do Maranhao;0;0;0
Ma-Sao Pedro da Agua Branca;0;0;0
Ma-Sao Pedro dos Crentes;0;0;0
Ma-Sao Raimundo das Mangabeiras;7;9;7
Ma-Sao Raimundo do Doca Bezerra;0;0;0
Ma-Sao Roberto;0;0;0
Ma-Sao Vicente Ferrer;0;0;0
Ma-Satubinha;0;0;0
Ma-Senador Alexandre Costa;0;0;0
Ma-Senador La Rocque;0;0;0
Ma-Serrano do Maranhao;0;0;0
Ma-Sitio Novo;0;0;0
Ma-Sucupira do Norte;1;1;0
Ma-Sucupira do Riachao;0;0;0
Ma-Tasso Fragoso;16;17;12
Ma-Timbiras;0;0;0
Ma-Timon;0;0;0
Ma-Trizidela do Vale;0;0;0
Ma-Tufilandia;0;0;0
Ma-Tuntum;0;0;0
Ma-Turiacu;0;0;0
Ma-Turilandia;0;0;0
Ma-Tutoia;0;0;0
Ma-Urbano Santos;0;0;0
Ma-Vargem Grande;0;0;0
Ma-Viana;0;0;0
Ma-Vila Nova dos Martirios;0;0;0
Ma-Vitoria do Mearim;0;0;0
Ma-Vitorino Freire;0;0;0
Ma-Ze Doca;0;0;0
Ma-Ignorado;0;0;0
Pi-Acaua;0;0;0
Pi-Agricolandia;0;0;0
Pi-Agua Branca;0;0;0
Pi-Alagoinha do Piaui;0;0;0
Pi-Alegrete do Piaui;0;0;0
Pi-Alto Longa;0;0;0
Pi-Altos;0;0;0
Pi-Alvorada do Gurgueia;1;1;0
Pi-Amarante;0;0;0
Pi-Angical do Piaui;0;0;0
Pi-Anisio de Abreu;0;0;0
Pi-Antonio Almeida;0;1;0
Pi-Aroazes;0;0;0
Pi-Aroeiras do Itaim;0;0;0
Pi-Arraial;0;0;0
Pi-Assuncao do Piaui;0;0;0
Pi-Avelino Lopes;0;0;0
Pi-Baixa Grande do Ribeiro;10;10;6
Pi-Barra D Alcantara;0;0;0
Pi-Barras;0;0;0
Pi-Barreiras do Piaui;1;2;1
Pi-Barro Duro;0;0;0
Pi-Batalha;0;0;0
Pi-Bela Vista do Piaui;0;0;0
Pi-Belem do Piaui;0;0;0
Pi-Beneditinos;0;0;0
Pi-Bertolinia;0;0;0
Pi-Betania do Piaui;0;0;0
Pi-Boa Hora;0;0;0
Pi-Bocaina;0;0;0
Pi-Bom Jesus;12;10;3
Pi-Bom Principio do Piaui;0;0;0
Pi-Bonfim do Piaui;0;0;0
Pi-Boqueirao do Piaui;0;0;0
Pi-Brasileira;0;0;0
Pi-Brejo do Piaui;0;0;0
Pi-Buriti dos Lopes;0;0;0
Pi-Buriti dos Montes;0;0;0
Pi-Cabeceiras do Piaui;0;0;0
Pi-Cajazeiras do Piaui;0;0;0
Pi-Cajueiro da Praia;0;0;0
Pi-Caldeirao Grande do Piaui;0;0;0
Pi-Campinas do Piaui;0;0;0
Pi-Campo Alegre do Fidalgo;0;0;0
Pi-Campo Grande do Piaui;0;0;0
Pi-Campo Largo do Piaui;0;0;0
Pi-Campo Maior;0;0;0
Pi-Canavieira;0;0;0
Pi-Canto do Buriti;0;0;0
Pi-Capitao de Campos;0;0;0
Pi-Capitao Gervasio Oliveira;0;0;0
Pi-Caracol;0;0;0
Pi-Caraubas do Piaui;0;0;0
Pi-Caridade do Piaui;0;0;0
Pi-Castelo do Piaui;0;0;0
Pi-Caxingo;0;0;0
Pi-Cocal;0;0;0
Pi-Cocal de Telha;0;0;0
Pi-Cocal dos Alves;0;0;0
Pi-Coivaras;0;0;0
Pi-Colonia do Gurgueia;0;0;0
Pi-Colonia do Piaui;0;0;0
Pi-Conceicao do Caninde;0;0;0
Pi-Coronel Jose Dias;0;0;0
Pi-Corrente;1;0;0
Pi-Cristalandia do Piaui;0;0;0
Pi-Cristino Castro;0;0;0
Pi-Curimata;0;0;0
Pi-Currais;8;5;1
Pi-Curralinhos;0;0;0
Pi-Curral Novo do Piaui;0;0;0
Pi-Demerval Lobao;0;0;0
Pi-Dirceu Arcoverde;0;0;0
Pi-Dom Expedito Lopes;0;0;0
Pi-Domingos Mourao;0;0;0
Pi-Dom Inocencio;0;0;0
Pi-Elesbao Veloso;0;0;0
Pi-Eliseu Martins;0;0;0
Pi-Esperantina;0;0;0
Pi-Fartura do Piaui;0;0;0
Pi-Flores do Piaui;0;0;0
Pi-Floresta do Piaui;0;0;0
Pi-Floriano;0;0;0
Pi-Francinopolis;0;0;0
Pi-Francisco Ayres;0;0;0
Pi-Francisco Macedo;0;0;0
Pi-Francisco Santos;0;0;0
Pi-Fronteiras;0;0;0
Pi-Geminiano;0;0;0
Pi-Gilbues;10;7;1
Pi-Guadalupe;0;0;0
Pi-Guaribas;0;0;0
Pi-Hugo Napoleao;0;0;0
Pi-Ilha Grande;0;0;0
Pi-Inhuma;0;0;0
Pi-Ipiranga do Piaui;0;0;0
Pi-Isaias Coelho;0;0;0
Pi-Itainopolis;0;0;0
Pi-Itaueira;0;0;0
Pi-Jacobina do Piaui;0;0;0
Pi-Jaicos;0;0;0
