Município;2005;2004;2003
Ma-Cidelandia;0;0;0
Ma-Codo;0;0;0
Ma-Coelho Neto;0;0;0
Ma-Colinas;0;0;0
Ma-Conceicao do Lago-Acu;0;0;0
Ma-Coroata;0;0;0
Ma-Cururupu;0;0;0
Ma-Davinopolis;0;0;0
Ma-Dom Pedro;0;0;0
Ma-Duque Bacelar;0;0;0
Ma-Esperantinopolis;0;0;0
Ma-Estreito;0;0;0
Ma-Feira Nova do Maranhao;0;0;0
Ma-Fernando Falcao;0;0;0
Ma-Formosa da Serra Negra;0;0;0
Ma-Fortaleza dos Nogueiras;0;0;0
Ma-Fortuna;0;0;0
Ma-Godofredo Viana;0;0;0
Ma-Goncalves Dias;0;0;0
Ma-Governador Archer;0;0;0
Ma-Governador Edison Lobao;0;0;0
Ma-Governador Eugenio Barros;0;0;0
Ma-Governador Luiz Rocha;0;0;0
Ma-Governador Newton Bello;0;0;0
Ma-Governador Nunes Freire;0;0;0
Ma-Graca Aranha;0;0;0
Ma-Grajau;0;0;0
Ma-Guimaraes;0;0;0
Ma-Humberto de Campos;0;0;0
Ma-Icatu;0;0;0
Ma-Igarape do Meio;1;1;1
Ma-Igarape Grande;0;0;0
Ma-Imperatriz;3;1;3
Ma-Itaipava do Grajau;0;0;0
Ma-Itapecuru Mirim;0;0;0
Ma-Itinga do Maranhao;0;0;0
Ma-Jatoba;0;0;0
Ma-Jenipapo dos Vieiras;0;0;0
Ma-Joao Lisboa;0;0;0
Ma-Joselandia;0;0;0
Ma-Junco do Maranhao;0;0;0
Ma-Lago da Pedra;0;0;0
Ma-Lago do Junco;0;0;0
Ma-Lago Verde;0;0;0
Ma-Lagoa do Mato;0;0;0
Ma-Lago dos Rodrigues;0;0;0
Ma-Lagoa Grande do Maranhao;0;0;0
Ma-Lajeado Novo;0;0;0
Ma-Lima Campos;0;0;0
Ma-Loreto;0;0;0
Ma-Luis Domingues;0;0;0
Ma-Magalhaes de Almeida;0;0;0
Ma-Maracacume;0;0;0
Ma-Maraja do Sena;0;0;0
Ma-Maranhaozinho;0;0;0
Ma-Mata Roma;0;0;0
Ma-Matinha;0;0;0
Ma-Matoes;0;0;0
Ma-Matoes do Norte;0;0;0
Ma-Milagres do Maranhao;0;0;0
Ma-Mirador;0;0;0
Ma-Miranda do Norte;0;0;0
Ma-Mirinzal;0;0;0
Ma-Moncao;0;0;0
Ma-Montes Altos;1;1;1
Ma-Morros;0;0;0
Ma-Nina Rodrigues;0;0;0
Ma-Nova Colinas;0;0;0
Ma-Nova Iorque;0;0;0
Ma-Nova Olinda do Maranhao;0;0;0
Ma-Olho D Agua das Cunhas;0;0;0
Ma-Olinda Nova do Maranhao;0;0;0
Ma-Paco do Lumiar;0;0;1
Ma-Palmeirandia;0;0;0
Ma-Paraibano;0;0;0
Ma-Parnarama;0;0;0
Ma-Passagem Franca;0;0;0
Ma-Pastos Bons;0;0;0
Ma-Paulino Neves;0;0;0
Ma-Paulo Ramos;0;0;0
Ma-Pedreiras;0;0;0
Ma-Pedro do Rosario;0;0;0
Ma-Penalva;0;0;0
Ma-Peri Mirim;0;0;0
Ma-Peritoro;0;0;0
Ma-Pindare-Mirim;0;0;0
Ma-Pinheiro;1;1;0
Ma-Pio Xii;0;0;0
Ma-Pirapemas;0;0;0
Ma-Pocao de Pedras;0;0;0
Ma-Porto Franco;0;0;0
Ma-Porto Rico do Maranhao;0;0;0
Ma-Presidente Dutra;0;0;0
Ma-Presidente Juscelino;0;0;0
Ma-Presidente Medici;0;0;0
Ma-Presidente Sarney;0;0;0
Ma-Presidente Vargas;0;0;0
Ma-Primeira Cruz;0;0;0
Ma-Raposa;0;0;0
Ma-Riachao;0;0;0
Ma-Ribamar Fiquene;0;0;0
Ma-Rosario;0;0;0
Ma-Sambaiba;0;0;0
Ma-Santa Filomena do Maranhao;0;0;0
Ma-Santa Helena;0;0;0
Ma-Santa Ines;0;1;0
Ma-Santa Luzia;0;0;0
Ma-Santa Luzia do Parua;0;0;0
Ma-Santa Quiteria do Maranhao;0;0;0
Ma-Santa Rita;0;0;0
Ma-Santana do Maranhao;0;0;0
Ma-Santo Amaro do Maranhao;0;0;0
Ma-Santo Antonio dos Lopes;0;0;0
Ma-Sao Benedito do Rio Preto;0;0;0
Ma-Sao Bento;0;0;0
Ma-Sao Bernardo;0;0;0
Ma-Sao Domingos do Azeitao;0;0;0
Ma-Sao Domingos do Maranhao;0;0;0
Ma-Sao Felix de Balsas;0;0;0
Ma-Sao Francisco do Brejao;0;0;0
Ma-Sao Francisco do Maranhao;0;0;0
Ma-Sao Joao Batista;0;0;0
Ma-Sao Joao do Caru;0;0;0
Ma-Sao Joao do Paraiso;0;0;0
Ma-Sao Joao do Soter;0;0;0
Ma-Sao Joao dos Patos;0;0;0
Ma-Sao Jose de Ribamar;1;0;0
Ma-Sao Jose dos Basilios;0;0;0
Ma-Sao Luis;5;7;7
Ma-Sao Luis Gonzaga do Maranhao;0;0;0
Ma-Sao Mateus do Maranhao;0;0;0
Ma-Sao Pedro da Agua Branca;0;0;0
Ma-Sao Pedro dos Crentes;0;0;0
Ma-Sao Raimundo das Mangabeiras;0;0;0
Ma-Sao Raimundo do Doca Bezerra;0;0;0
Ma-Sao Roberto;0;0;0
Ma-Sao Vicente Ferrer;0;0;0
Ma-Satubinha;0;0;0
Ma-Senador Alexandre Costa;0;0;0
Ma-Senador La Rocque;0;0;0
Ma-Serrano do Maranhao;0;0;0
Ma-Sitio Novo;0;0;0
Ma-Sucupira do Norte;0;0;0
Ma-Sucupira do Riachao;0;0;0
Ma-Tasso Fragoso;0;0;0
Ma-Timbiras;0;0;0
Ma-Timon;0;0;0
Ma-Trizidela do Vale;0;0;0
Ma-Tufilandia;0;0;0
Ma-Tuntum;0;0;0
Ma-Turiacu;0;0;0
Ma-Turilandia;0;0;0
Ma-Tutoia;1;1;1
Ma-Urbano Santos;0;0;0
Ma-Vargem Grande;0;0;0
Ma-Viana;1;0;0
Ma-Vila Nova dos Martirios;0;0;0
Ma-Vitoria do Mearim;0;0;0
Ma-Vitorino Freire;0;0;0
Ma-Ze Doca;0;0;0
Ma-Ignorado;0;0;0
Pi-Acaua;0;0;0
Pi-Agricolandia;0;0;0
Pi-Agua Branca;0;0;0
Pi-Alagoinha do Piaui;0;0;0
Pi-Alegrete do Piaui;0;0;0
Pi-Alto Longa;0;0;0
Pi-Altos;2;2;0
Pi-Alvorada do Gurgueia;0;0;0
Pi-Amarante;0;0;0
Pi-Angical do Piaui;0;0;0
Pi-Anisio de Abreu;0;0;0
Pi-Antonio Almeida;0;0;0
Pi-Aroazes;0;0;0
Pi-Aroeiras do Itaim;0;0;0
Pi-Arraial;0;0;0
Pi-Assuncao do Piaui;0;0;0
Pi-Avelino Lopes;0;0;0
Pi-Baixa Grande do Ribeiro;0;0;0
Pi-Barra D Alcantara;0;0;0
Pi-Barras;0;0;0
Pi-Barreiras do Piaui;0;0;0
Pi-Barro Duro;0;0;0
Pi-Batalha;0;0;0
Pi-Bela Vista do Piaui;0;0;0
Pi-Belem do Piaui;0;0;0
Pi-Beneditinos;0;0;0
Pi-Bertolinia;0;0;0
Pi-Betania do Piaui;0;0;0
Pi-Boa Hora;0;0;0
Pi-Bocaina;0;0;0
Pi-Bom Jesus;0;0;0
Pi-Bom Principio do Piaui;0;0;0
Pi-Bonfim do Piaui;0;0;0
Pi-Boqueirao do Piaui;0;0;0
Pi-Brasileira;0;0;0
Pi-Brejo do Piaui;0;0;0
Pi-Buriti dos Lopes;0;0;0
Pi-Buriti dos Montes;0;0;0
Pi-Cabeceiras do Piaui;0;0;0
Pi-Cajazeiras do Piaui;0;0;0
Pi-Cajueiro da Praia;0;0;0
Pi-Caldeirao Grande do Piaui;0;0;0
Pi-Campinas do Piaui;0;0;0
Pi-Campo Alegre do Fidalgo;0;0;0
Pi-Campo Grande do Piaui;0;0;0
Pi-Campo Largo do Piaui;0;0;0
Pi-Campo Maior;2;2;2
Pi-Canavieira;0;0;0
Pi-Canto do Buriti;0;0;0
Pi-Capitao de Campos;0;0;0
Pi-Capitao Gervasio Oliveira;0;0;0
Pi-Caracol;0;0;0
Pi-Caraubas do Piaui;0;0;0
Pi-Caridade do Piaui;0;0;0
Pi-Castelo do Piaui;0;0;0
Pi-Caxingo;0;0;0
Pi-Cocal;0;0;0
Pi-Cocal de Telha;0;0;0
Pi-Cocal dos Alves;0;0;0
Pi-Coivaras;0;0;0
Pi-Colonia do Gurgueia;0;0;0
Pi-Colonia do Piaui;0;0;0
Pi-Conceicao do Caninde;0;0;0
Pi-Coronel Jose Dias;0;0;0
Pi-Corrente;0;0;0
Pi-Cristalandia do Piaui;0;0;0
Pi-Cristino Castro;0;0;0
Pi-Curimata;0;0;0
Pi-Currais;0;0;0
Pi-Curralinhos;0;0;0
Pi-Curral Novo do Piaui;0;0;0
Pi-Demerval Lobao;0;0;0
Pi-Dirceu Arcoverde;0;0;0
Pi-Dom Expedito Lopes;0;0;0
Pi-Domingos Mourao;0;0;0
Pi-Dom Inocencio;0;0;0
Pi-Elesbao Veloso;0;0;0
Pi-Eliseu Martins;0;0;0
Pi-Esperantina;1;1;1
Pi-Fartura do Piaui;0;0;0
Pi-Flores do Piaui;0;0;0
Pi-Floresta do Piaui;0;0;0
Pi-Floriano;0;0;0
Pi-Francinopolis;0;0;0
Pi-Francisco Ayres;0;0;0
Pi-Francisco Macedo;0;0;0
Pi-Francisco Santos;0;0;0
Pi-Fronteiras;0;0;0
Pi-Geminiano;0;0;0
Pi-Gilbues;0;0;0
Pi-Guadalupe;0;0;0
Pi-Guaribas;0;0;0
Pi-Hugo Napoleao;0;0;0
Pi-Ilha Grande;0;0;0
Pi-Inhuma;0;0;0
Pi-Ipiranga do Piaui;0;0;0
Pi-Isaias Coelho;0;0;0
Pi-Itainopolis;0;0;0
Pi-Itaueira;0;0;0
Pi-Jacobina do Piaui;0;0;0
Pi-Jaicos;0;0;0
